tweet_id,timestamp,stage,ratings,dog_name,source_device,breed,confidence,retweet_count,favorite_count
793271401113350145,2016-11-01 02:00:14+00:00,not available,1.2,Dave,Iphone,Siberian husky,0.2316949999999999,2763,9677
793256262322548741,2016-11-01 01:00:05+00:00,not available,1.2,unavailable,Iphone,basset,0.2076219999999999,9714,22350
793241302385262592,2016-11-01 00:00:38+00:00,not available,1.3,Tucker,Iphone,golden retriever,0.559308,3812,11780
793226087023144960,2016-10-31 23:00:11+00:00,not available,1.1,Juno,Iphone,wire-haired fox terrier,0.456047,3338,11001
793210959003287553,2016-10-31 22:00:04+00:00,not available,1.0,Maude,Iphone,French bulldog,0.0187590999999999,3301,9997
793195938047070209,2016-10-31 21:00:23+00:00,puppo,1.2,Lily,Iphone,Labrador retriever,0.654762,6547,17063
793180763617361921,2016-10-31 20:00:05+00:00,not available,1.1,Newt,Iphone,Lakeland terrier,0.266824,2310,7740
793165685325201412,2016-10-31 19:00:10+00:00,not available,1.2,Benji,Iphone,golden retriever,0.946224,3238,10478
793150605191548928,2016-10-31 18:00:14+00:00,not available,1.1,Nida,Iphone,Italian greyhound,0.193869,1984,6909
793120401413079041,2016-10-31 16:00:13+00:00,not available,1.1,Robin,Iphone,Labrador retriever,0.7249439999999999,4551,14202
792883833364439040,2016-10-31 00:20:11+00:00,not available,1.2,Bailey,Iphone,standard poodle,8.31451e-05,4964,12666
792773781206999040,2016-10-30 17:02:53+00:00,not available,1.2,Monster,Iphone,Yorkshire terrier,0.912804,1963,8209
792394556390137856,2016-10-29 15:55:58+00:00,not available,1.2,Be,Iphone,cocker spaniel,0.746387,4998,15128
792050063153438720,2016-10-28 17:07:05+00:00,not available,1.1,Remus,Iphone,komondor,0.942856,2088,8029
791672322847637504,2016-10-27 16:06:04+00:00,not available,1.3,unavailable,Iphone,golden retriever,0.705092,3661,13129
791406955684368384,2016-10-26 22:31:36+00:00,not available,1.2,Levi,Iphone,Pembroke,0.972629,4797,14670
791312159183634433,2016-10-26 16:14:55+00:00,not available,1.2,Mabel,Iphone,miniature pinscher,0.892925,2963,9841
790987426131050500,2016-10-25 18:44:32+00:00,not available,1.2,Misty,Iphone,cocker spaniel,0.349195,2483,11089
790946055508652032,2016-10-25 16:00:09+00:00,puppo,1.2,Betty,Iphone,golden retriever,0.245773,5496,18601
790698755171364864,2016-10-24 23:37:28+00:00,not available,1.2,Mosby,Iphone,Bernese mountain dog,0.996541,2203,9158
790581949425475584,2016-10-24 15:53:19+00:00,not available,1.1,Duke,Iphone,malinois,0.000152999,8183,22473
790337589677002753,2016-10-23 23:42:19+00:00,not available,1.2,Maggie,Iphone,Pembroke,0.658808,2167,8740
790277117346975746,2016-10-23 19:42:02+00:00,not available,1.1,Bruce,Iphone,Labrador retriever,0.427742,3732,14081
789986466051088384,2016-10-23 00:27:05+00:00,not available,1.2,Happy,Iphone,golden retriever,0.0785304999999999,2704,10369
789628658055020548,2016-10-22 00:45:17+00:00,not available,1.3,Eli,Iphone,chow,0.260702,2080,8448
789599242079838210,2016-10-21 22:48:24+00:00,not available,1.2,Brownie,Iphone,Chesapeake Bay retriever,0.8788219999999999,2279,7620
789530877013393408,2016-10-21 18:16:44+00:00,not available,1.2,Rizzy,Iphone,schipperke,0.363272,3942,13188
789268448748703744,2016-10-21 00:53:56+00:00,not available,1.0,Stella,Iphone,malamute,0.81286,3014,10196
789137962068021249,2016-10-20 16:15:26+00:00,not available,1.2,Bo,Iphone,Chihuahua,0.746135,3244,10875
788908386943430656,2016-10-20 01:03:11+00:00,not available,1.1,Lucy,Iphone,golden retriever,0.0340897,14409,30653
788765914992902144,2016-10-19 15:37:03+00:00,not available,1.2,Butter,Iphone,cocker spaniel,0.500509,12014,30658
788412144018661376,2016-10-18 16:11:17+00:00,not available,1.1,Dexter,Iphone,golden retriever,0.805238,5990,16060
788178268662984705,2016-10-18 00:41:57+00:00,not available,1.3,unavailable,Iphone,Samoyed,0.73548,2488,8100
788150585577050112,2016-10-17 22:51:57+00:00,not available,1.3,Leo,Iphone,chow,0.814145,1510,6865
787810552592695296,2016-10-17 00:20:47+00:00,not available,1.1,Frank,Iphone,pug,0.362835,3540,9717
787717603741622272,2016-10-16 18:11:26+00:00,puppo,1.3,Tonks,Iphone,German shepherd,0.992339,3240,11416
787397959788929025,2016-10-15 21:01:17+00:00,not available,1.1,Moose,Iphone,Chihuahua,0.900483,3300,12120
787322443945877504,2016-10-15 16:01:13+00:00,not available,1.0,Lincoln,Iphone,golden retriever,0.1057029999999999,2032,8726
786963064373534720,2016-10-14 16:13:10+00:00,not available,1.2,Rory,Iphone,golden retriever,0.915303,9327,29725
786709082849828864,2016-10-13 23:23:56+00:00,not available,0.975,Logan,Iphone,Pomeranian,0.467321,7069,20296
786664955043049472,2016-10-13 20:28:35+00:00,not available,1.2,unavailable,Iphone,Leonberg,0.512034,2996,11957
786595970293370880,2016-10-13 15:54:28+00:00,not available,1.1,Dale,Iphone,Pembroke,0.709512,3601,10497
786363235746385920,2016-10-13 00:29:39+00:00,doggo,1.3,Rizzo,Iphone,golden retriever,0.929266,4072,12189
786233965241827333,2016-10-12 15:55:59+00:00,not available,1.1,Mattie,Iphone,Labrador retriever,0.478193,5571,17178
785927819176054784,2016-10-11 19:39:28+00:00,not available,1.2,Lucy,Iphone,toy poodle,0.00849262,3652,12696
785872687017132033,2016-10-11 16:00:24+00:00,not available,1.2,Rusty,Iphone,Great Pyrenees,0.392108,2130,7489
785533386513321988,2016-10-10 17:32:08+00:00,not available,1.1,Dallas,Iphone,miniature pinscher,0.4360229999999999,2334,10183
785264754247995392,2016-10-09 23:44:41+00:00,not available,1.2,Doc,Iphone,chow,0.056137,1911,8128
785170936622350336,2016-10-09 17:31:53+00:00,not available,1.1,Hero,Iphone,Eskimo dog,0.0274944,5639,13491
784826020293709826,2016-10-08 18:41:19+00:00,not available,1.3,Rusty,Iphone,chow,0.0903414,3712,11310
784517518371221505,2016-10-07 22:15:26+00:00,not available,1.1,Frankie,Iphone,malamute,0.757764,2970,10039
784431430411685888,2016-10-07 16:33:21+00:00,not available,1.2,Stormy,Iphone,miniature poodle,0.744819,1491,6329
783821107061198850,2016-10-06 00:08:09+00:00,not available,1.2,Mairi,Iphone,Lakeland terrier,0.265659,2269,8209
783695101801398276,2016-10-05 15:47:27+00:00,not available,1.2,Loomis,Iphone,chow,0.314265,3737,11650
783466772167098368,2016-10-05 00:40:09+00:00,not available,1.1,Finn,Iphone,Chihuahua,0.789,2608,9468
783391753726550016,2016-10-04 19:42:03+00:00,not available,1.3,Godi,Iphone,Norwegian elkhound,0.87713,6441,18908
783334639985389568,2016-10-04 15:55:06+00:00,not available,1.2,Dave,Iphone,Cardigan,0.593858,13616,32651
783085703974514689,2016-10-03 23:25:55+00:00,not available,1.1,Earl,Iphone,Chesapeake Bay retriever,0.240602,2565,9112
782969140009107456,2016-10-03 15:42:44+00:00,not available,1.2,Cali,Iphone,golden retriever,0.171393,8521,26949
782747134529531904,2016-10-03 01:00:34+00:00,doggo,1.1,Deacon,Iphone,golden retriever,0.560699,1604,8310
782722598790725632,2016-10-02 23:23:04+00:00,not available,1.0,Penny,Iphone,Irish setter,0.574557,6238,19250
782598640137187329,2016-10-02 15:10:30+00:00,not available,1.1,Timmy,Iphone,malamute,0.8408709999999999,2184,8694
782305867769217024,2016-10-01 19:47:08+00:00,doggo,1.2,Sampson,Iphone,briard,0.5044270000000001,6470,18630
781661882474196992,2016-09-30 01:08:10+00:00,not available,0.5,unavailable,Iphone,Pembroke,0.438087,3129,11634
781524693396357120,2016-09-29 16:03:01+00:00,not available,1.2,unavailable,Iphone,Chesapeake Bay retriever,0.0035225,6426,23163
781251288990355457,2016-09-28 21:56:36+00:00,not available,1.1,Oakley,Iphone,Mexican hairless,0.8877709999999999,2458,9428
781163403222056960,2016-09-28 16:07:23+00:00,not available,1.0,unavailable,Iphone,Shetland sheepdog,0.973841,3168,10895
780858289093574656,2016-09-27 19:54:58+00:00,not available,1.0,Dash,Iphone,Chesapeake Bay retriever,0.488555,2328,8033
780800785462489090,2016-09-27 16:06:28+00:00,not available,1.1,Koda,Iphone,Siberian husky,0.951963,1505,6141
780601303617732608,2016-09-27 02:53:48+00:00,not available,1.2,Hercules,Iphone,Saint Bernard,0.995143,3839,13525
780543529827336192,2016-09-26 23:04:13+00:00,not available,1.2,unavailable,Iphone,golden retriever,0.628312,2032,7040
780459368902959104,2016-09-26 17:29:48+00:00,not available,1.1,Bear,Iphone,Great Dane,0.3824909999999999,1224,5892
780192070812196864,2016-09-25 23:47:39+00:00,not available,1.1,unavailable,Iphone,vizsla,0.144012,2589,9712
779834332596887552,2016-09-25 00:06:08+00:00,not available,1.1,Scout,Iphone,golden retriever,0.99383,8237,21252
779123168116150273,2016-09-23 01:00:13+00:00,not available,1.2,Reggie,Iphone,toy poodle,0.43108,4207,13206
779056095788752897,2016-09-22 20:33:42+00:00,not available,1.3,unavailable,Iphone,Chihuahua,0.721188,5247,16500
778990705243029504,2016-09-22 16:13:51+00:00,not available,1.1,Jay,Iphone,cocker spaniel,0.7153510000000001,8437,22342
778748913645780993,2016-09-22 00:13:04+00:00,not available,1.1,Mya,Iphone,Staffordshire bullterrier,0.351434,1562,7717
778650543019483137,2016-09-21 17:42:10+00:00,not available,1.0,Strider,Iphone,German shepherd,0.515699,1729,6430
778624900596654080,2016-09-21 16:00:17+00:00,not available,1.1,Penny,Iphone,Airedale,0.786089,1176,5177
778408200802557953,2016-09-21 01:39:11+00:00,not available,1.4,unavailable,Iphone,Pembroke,0.8483620000000001,5023,15135
778383385161035776,2016-09-21 00:00:35+00:00,not available,1.3,Nala,Iphone,collie,0.3452659999999999,1271,6515
778286810187399168,2016-09-20 17:36:50+00:00,not available,1.1,Stanley,Iphone,Boston bull,0.3220699999999999,3836,11576
778039087836069888,2016-09-20 01:12:28+00:00,pupper,1.2,unavailable,Iphone,German shepherd,0.717776,3065,9417
778027034220126208,2016-09-20 00:24:34+00:00,pupper,1.127,Sophie,Iphone,clumber,0.946718,1885,7320
777885040357281792,2016-09-19 15:00:20+00:00,not available,0.3,Wesley,Iphone,Afghan hound,0.123529,1893,7078
777684233540206592,2016-09-19 01:42:24+00:00,not available,1.2,unavailable,Iphone,cocker spaniel,0.253442,3403,12518
777621514455814149,2016-09-18 21:33:11+00:00,not available,1.2,Derek,Iphone,chow,0.999823,2910,9742
777189768882946048,2016-09-17 16:57:35+00:00,not available,1.2,Jeffrey,Iphone,Chihuahua,0.988412,4999,15921
776813020089548800,2016-09-16 16:00:31+00:00,not available,1.2,Solomon,Iphone,toy poodle,0.51661,1405,5444
776477788987613185,2016-09-15 17:48:25+00:00,pupper,1.1,Huck,Iphone,Labrador retriever,0.8848389999999999,3249,9858
776218204058357768,2016-09-15 00:36:55+00:00,floofer,1.3,unavailable,Iphone,Samoyed,0.940326,18497,33345
776201521193218049,2016-09-14 23:30:38+00:00,not available,1.0,unavailable,Iphone,Rottweiler,0.502228,2919,10681
776088319444877312,2016-09-14 16:00:49+00:00,not available,1.0,unavailable,Iphone,pug,7.657020000000001e-05,179,2045
775842724423557120,2016-09-13 23:44:54+00:00,not available,1.2,Blue,Iphone,chow,0.520022,3116,13022
775364825476165632,2016-09-12 16:05:54+00:00,doggo,1.1,Finley,Iphone,beagle,0.571229,3472,8295
775085132600442880,2016-09-11 21:34:30+00:00,not available,1.3,Tucker,Iphone,chow,0.316565,5488,17281
774757898236878852,2016-09-10 23:54:11+00:00,not available,1.2,Finley,Iphone,toy poodle,0.7199409999999999,2035,9462
774639387460112384,2016-09-10 16:03:16+00:00,not available,1.0,Sprinkles,Iphone,Walker hound,0.6275930000000001,2013,7508
774314403806253056,2016-09-09 18:31:54+00:00,not available,1.4,unavailable,Iphone,Eskimo dog,0.5960449999999999,6478,24167
773985732834758656,2016-09-08 20:45:53+00:00,pupper,1.1,Winnie,Iphone,pug,0.10957,4492,11925
773922284943896577,2016-09-08 16:33:46+00:00,not available,1.2,Heinrich,Iphone,Pomeranian,0.554331,1999,7110
773704687002451968,2016-09-08 02:09:06+00:00,not available,1.2,Loki,Iphone,silky terrier,0.324251,1891,7317
773670353721753600,2016-09-07 23:52:41+00:00,not available,1.0,Shakespeare,Iphone,Old English sheepdog,0.969311,1501,5935
773547596996571136,2016-09-07 15:44:53+00:00,pupper,1.1,Chelsea,Iphone,Norwegian elkhound,0.372202,7126,24553
773308824254029826,2016-09-06 23:56:05+00:00,not available,1.2,Bungalo,Iphone,Labrador retriever,0.1514059999999999,8640,25846
773247561583001600,2016-09-06 19:52:39+00:00,not available,1.0,Chip,Iphone,miniature pinscher,0.0833687999999999,3699,10414
773191612633579521,2016-09-06 16:10:20+00:00,not available,1.2,Grey,Iphone,Blenheim spaniel,0.427766,4736,11117
772877495989305348,2016-09-05 19:22:09+00:00,not available,1.1,unavailable,Tweeter Web,Norwegian elkhound,0.138523,4501,9555
772826264096874500,2016-09-05 15:58:34+00:00,not available,1.1,Roosevelt,Iphone,basset,0.915351,2669,8842
772581559778025472,2016-09-04 23:46:12+00:00,not available,1.0,unavailable,Iphone,Newfoundland,0.574345,1968,7192
772193107915964416,2016-09-03 22:02:38+00:00,pupper,1.2,Willem,Iphone,Pembroke,0.3679449999999999,1612,6665
772152991789019136,2016-09-03 19:23:13+00:00,not available,1.0,unavailable,Iphone,golden retriever,0.275318,1300,4181
772117678702071809,2016-09-03 17:02:54+00:00,not available,1.2,Jack,Iphone,Labrador retriever,0.217821,848,4165
772114945936949249,2016-09-03 16:52:02+00:00,not available,1.0,Finn,Iphone,Chihuahua,0.803293,546,3005
772102971039580160,2016-09-03 16:04:27+00:00,not available,1.1,Penny,Iphone,Pembroke,0.54178,1065,4448
771770456517009408,2016-09-02 18:03:10+00:00,not available,1.1,Davey,Iphone,papillon,0.53318,3924,13356
771500966810099713,2016-09-02 00:12:18+00:00,not available,1.2,Dakota,Iphone,Labrador retriever,0.833952,3018,9167
771380798096281600,2016-09-01 16:14:48+00:00,not available,1.1,Fizz,Iphone,collie,0.503728,5912,11746
771136648247640064,2016-09-01 00:04:38+00:00,not available,1.1,Dixie,Iphone,golden retriever,0.297402,3357,10223
771102124360998913,2016-08-31 21:47:27+00:00,not available,1.2,Charlie,Iphone,Labrador retriever,0.568789,1663,6898
770787852854652928,2016-08-31 00:58:39+00:00,not available,1.0,Winston,Iphone,Bernese mountain dog,0.787812,1415,5498
770772759874076672,2016-08-30 23:58:40+00:00,not available,1.1,Sebastian,Iphone,chow,0.979515,1626,5749
770414278348247044,2016-08-30 00:14:12+00:00,not available,1.1,Al,Iphone,golden retriever,0.0535696,2390,6987
770293558247038976,2016-08-29 16:14:30+00:00,not available,1.0,Jackson,Iphone,Italian greyhound,0.931668,1718,6923
770069151037685760,2016-08-29 01:22:47+00:00,not available,1.0,Carbon,Iphone,Boston bull,0.414965,2651,8385
769940425801170949,2016-08-28 16:51:16+00:00,not available,1.2,Klein,Iphone,miniature pinscher,0.796313,11131,34948
769695466921623552,2016-08-28 00:37:54+00:00,not available,1.3,Titan,Iphone,pug,0.407117,1926,7101
769212283578875904,2016-08-26 16:37:54+00:00,not available,1.2,Don,Iphone,golden retriever,0.166538,1969,5980
768970937022709760,2016-08-26 00:38:52+00:00,not available,1.2,Kirby,Tweeter Web,Pomeranian,0.182358,7574,16017
768855141948723200,2016-08-25 16:58:45+00:00,not available,1.1,Jesse,Iphone,chow,0.7202189999999999,1034,4660
768609597686943744,2016-08-25 00:43:02+00:00,not available,1.0,Lou,Iphone,basenji,0.183283,1382,4580
768596291618299904,2016-08-24 23:50:10+00:00,not available,1.2,Oakley,Iphone,Great Pyrenees,0.729745,1473,5592
768473857036525572,2016-08-24 15:43:39+00:00,not available,1.1,Chevy,Iphone,Labrador retriever,0.73917,3958,15110
767754930266464257,2016-08-22 16:06:54+00:00,not available,1.1,Philbert,Iphone,vizsla,0.307794,6221,17814
767500508068192258,2016-08-21 23:15:55+00:00,not available,1.2,Louie,Iphone,chow,0.483228,2688,8295
767122157629476866,2016-08-20 22:12:29+00:00,not available,1.3,Rupert,Iphone,toy poodle,0.873841,3261,11227
766793450729734144,2016-08-20 00:26:19+00:00,not available,1.0,Rufus,Iphone,beagle,0.451697,1565,5650
766693177336135680,2016-08-19 17:47:52+00:00,not available,1.1,Brudge,Iphone,Doberman,0.948355,918,4484
766423258543644672,2016-08-18 23:55:18+00:00,not available,0.9,Shadoe,Iphone,keeshond,0.995823,1825,6671
766313316352462849,2016-08-18 16:38:26+00:00,not available,1.2,Oscar,Iphone,toy poodle,0.966896,2166,7493
766069199026450432,2016-08-18 00:28:24+00:00,not available,1.2,Juno,Iphone,redbone,0.484855,1003,4765
766008592277377025,2016-08-17 20:27:34+00:00,not available,1.1,Angel,Iphone,Welsh springer spaniel,0.7281529999999999,571,4149
765719909049503744,2016-08-17 01:20:27+00:00,not available,1.2,Brat,Iphone,golden retriever,0.969518,2475,8021
765669560888528897,2016-08-16 22:00:23+00:00,not available,1.2,Tove,Iphone,beagle,0.993333,1407,5760
765395769549590528,2016-08-16 03:52:26+00:00,not available,1.3,Zoey,Iphone,Pembroke,0.509491,3127,20539
765371061932261376,2016-08-16 02:14:15+00:00,pupper,1.1,Louie,Iphone,golden retriever,0.829456,2475,7842
765222098633691136,2016-08-15 16:22:20+00:00,not available,1.0,Gromit,Iphone,dalmatian,0.556595,3914,12902
764857477905154048,2016-08-14 16:13:27+00:00,not available,1.2,Aubie,Iphone,Bernese mountain dog,0.7920590000000001,2029,7099
764259802650378240,2016-08-13 00:38:30+00:00,not available,1.0,Kota,Iphone,German shepherd,0.973677,1745,6718
763837565564780549,2016-08-11 20:40:41+00:00,not available,1.1,Alfie,Iphone,malamute,0.375098,4858,14041
763183847194451968,2016-08-10 01:23:03+00:00,not available,0.8,Clark,Iphone,miniature poodle,0.354674,1702,6004
763103485927849985,2016-08-09 20:03:43+00:00,not available,1.0,Belle,Iphone,chow,0.0390848,2602,8163
762699858130116608,2016-08-08 17:19:51+00:00,not available,1.1,Leela,Iphone,kelpie,0.519047,4190,13518
762471784394268675,2016-08-08 02:13:34+00:00,not available,1.2,Glenn,Iphone,Samoyed,0.540276,7612,12571
762464539388485633,2016-08-08 01:44:46+00:00,not available,1.2,Buddy,Iphone,chow,0.999953,4839,11503
761976711479193600,2016-08-06 17:26:19+00:00,not available,1.2,Shelby,Iphone,Labrador retriever,0.475552,2310,5992
761599872357261312,2016-08-05 16:28:54+00:00,not available,1.1,Sephie,Iphone,Gordon setter,0.240427,1336,4578
761334018830917632,2016-08-04 22:52:29+00:00,not available,1.0,Bruce,Iphone,Norwegian elkhound,0.8229360000000001,1669,5792
761292947749015552,2016-08-04 20:09:17+00:00,not available,1.1,Bonaparte,Iphone,standard poodle,0.6608930000000001,1265,4957
761227390836215808,2016-08-04 15:48:47+00:00,not available,1.0,Albert,Iphone,French bulldog,0.280802,1775,5908
761004547850530816,2016-08-04 01:03:17+00:00,not available,1.1,Bo,Iphone,golden retriever,0.735163,3952,12482
760893934457552897,2016-08-03 17:43:45+00:00,doggo,1.1,Wishes,Iphone,Blenheim spaniel,0.113992,1104,4228
760656994973933572,2016-08-03 02:02:14+00:00,not available,1.1,Rose,Iphone,golden retriever,0.760546,2210,7343
760539183865880579,2016-08-02 18:14:06+00:00,not available,1.2,Atlas,Iphone,Samoyed,0.988013,4168,8399
760290219849637889,2016-08-02 01:44:48+00:00,not available,1.3,Rocco,Tweeter Web,Old English sheepdog,0.3022,13140,29618
759923798737051648,2016-08-01 01:28:46+00:00,not available,1.0,unavailable,Iphone,Labrador retriever,0.324579,6521,16284
759846353224826880,2016-07-31 20:21:02+00:00,not available,1.1,Kirby,Iphone,Sussex spaniel,0.3553949999999999,2265,7433
759793422261743616,2016-07-31 16:50:42+00:00,doggo pupper,1.2,Maggie,Iphone,golden retriever,0.985876,2173,6620
759557299618865152,2016-07-31 01:12:26+00:00,not available,1.0,Emma,Iphone,golden retriever,0.763333,1341,5202
759447681597108224,2016-07-30 17:56:51+00:00,not available,1.1,Oakley,Iphone,kuvasz,0.223148,2827,9418
759197388317847553,2016-07-30 01:22:17+00:00,not available,1.2,Luna,Iphone,kuvasz,0.5113409999999999,2221,6725
759099523532779520,2016-07-29 18:53:24+00:00,not available,0.7,Toby,Iphone,Shetland sheepdog,0.1290339999999999,4813,16101
759047813560868866,2016-07-29 15:27:55+00:00,not available,1.1,Spencer,Iphone,Labrador retriever,0.778546,2302,7227
758854675097526272,2016-07-29 02:40:28+00:00,not available,1.1,Lilli,Iphone,Old English sheepdog,0.0237914,1027,3904
758828659922702336,2016-07-29 00:57:05+00:00,doggo,1.3,unavailable,Iphone,Chesapeake Bay retriever,0.480048,4376,12376
758740312047005698,2016-07-28 19:06:01+00:00,not available,1.2,Boston,Iphone,Chesapeake Bay retriever,0.848514,1824,6339
758474966123810816,2016-07-28 01:31:38+00:00,not available,1.1,Brandonald,Iphone,Pembroke,0.546145,1132,4227
758405701903519748,2016-07-27 20:56:24+00:00,not available,1.0,Odie,Iphone,Chesapeake Bay retriever,0.702954,2204,5756
758355060040593408,2016-07-27 17:35:10+00:00,not available,1.1,Corey,Iphone,Pembroke,0.987643,1245,3797
758041019896193024,2016-07-26 20:47:17+00:00,not available,0.9,unavailable,Iphone,Cardigan,0.0512653,433,3001
757741869644341248,2016-07-26 00:58:34+00:00,not available,1.0,Leonard,Iphone,Old English sheepdog,0.128899,3710,7613
757725642876129280,2016-07-25 23:54:05+00:00,not available,1.1,Beckham,Iphone,Labrador retriever,0.128128,1391,5022
757611664640446465,2016-07-25 16:21:11+00:00,not available,1.2,Cooper,Iphone,bluetick,0.829259,1272,5026
757400162377592832,2016-07-25 02:20:45+00:00,not available,1.3,unavailable,Iphone,golden retriever,0.0878003,7759,16743
757393109802180609,2016-07-25 01:52:43+00:00,doggo,1.0,unavailable,Iphone,Labrador retriever,0.787125,2009,6462
757354760399941633,2016-07-24 23:20:20+00:00,not available,0.8,Dev,Iphone,Italian greyhound,0.914667,1637,4995
756998049151549440,2016-07-23 23:42:53+00:00,not available,1.1,Oliver,Iphone,golden retriever,0.678555,2271,6923
756939218950160384,2016-07-23 19:49:07+00:00,pupper,1.2,Jax,Iphone,golden retriever,0.790371,2295,7342
756651752796094464,2016-07-23 00:46:50+00:00,not available,1.1,Gert,Iphone,Pembroke,0.294808,1511,5612
756303284449767430,2016-07-22 01:42:09+00:00,not available,1.1,unavailable,Iphone,golden retriever,0.981652,1231,4359
756288534030475264,2016-07-22 00:43:32+00:00,not available,1.2,unavailable,Iphone,French bulldog,0.0324922,15071,28519
756275833623502848,2016-07-21 23:53:04+00:00,puppo,1.0,unavailable,Iphone,Airedale,0.602957,1738,7114
755955933503782912,2016-07-21 02:41:54+00:00,pupper,1.2,unavailable,Iphone,Pekinese,0.596882,3285,8092
755110668769038337,2016-07-18 18:43:07+00:00,not available,1.3,Watson,Iphone,Labrador retriever,0.708974,12621,23446
754856583969079297,2016-07-18 01:53:28+00:00,not available,1.1,Winnie,Iphone,golden retriever,0.8723850000000001,2870,7616
754449512966619136,2016-07-16 22:55:55+00:00,not available,1.1,Dex,Iphone,beagle,0.858513,846,4147
754120377874386944,2016-07-16 01:08:03+00:00,not available,1.0,unavailable,Iphone,chow,0.168909,2670,8655
754011816964026368,2016-07-15 17:56:40+00:00,not available,1.2,Charlie,Iphone,French bulldog,0.600985,4079,9726
753655901052166144,2016-07-14 18:22:23+00:00,not available,1.0,unavailable,Iphone,miniature pinscher,0.456092,2492,6458
753398408988139520,2016-07-14 01:19:12+00:00,not available,1.2,Scout,Iphone,whippet,0.163794,2186,6384
753375668877008896,2016-07-13 23:48:51+00:00,not available,0.8,Hank,Iphone,bluetick,0.360071,2655,8411
753294487569522689,2016-07-13 18:26:16+00:00,not available,1.1,Ace,Iphone,chow,0.194773,1191,3758
753026973505581056,2016-07-13 00:43:15+00:00,not available,1.0,Tayzie,Iphone,Pembroke,0.868511,1109,4283
752917284578922496,2016-07-12 17:27:23+00:00,not available,1.1,Grizzie,Iphone,German shepherd,0.609283,1790,7592
752682090207055872,2016-07-12 01:52:49+00:00,doggo,1.0,unavailable,Iphone,German shepherd,0.299966,1846,6642
752660715232722944,2016-07-12 00:27:52+00:00,doggo,1.0,unavailable,Iphone,English setter,0.0505118,1794,4878
752519690950500352,2016-07-11 15:07:30+00:00,puppo,1.1,unavailable,Iphone,Labrador retriever,1.00288e-05,3917,8157
752334515931054080,2016-07-11 02:51:40+00:00,doggo,0.8,unavailable,Iphone,Bedlington terrier,0.399163,1263,4238
752173152931807232,2016-07-10 16:10:29+00:00,not available,1.2,Brody,Iphone,Labrador retriever,0.527659,2106,6569
751937170840121344,2016-07-10 00:32:46+00:00,not available,1.1,Ruby,Iphone,Lakeland terrier,0.424168,1530,5770
751830394383790080,2016-07-09 17:28:29+00:00,not available,1.2,Tucker,Iphone,chow,0.703569,2227,6428
751598357617971201,2016-07-09 02:06:27+00:00,not available,1.3,Toby,Iphone,toy poodle,0.757756,3440,8699
751583847268179968,2016-07-09 01:08:47+00:00,doggo pupper,0.5,unavailable,Iphone,dalmatian,0.8683040000000001,1265,4849
751538714308972544,2016-07-08 22:09:27+00:00,not available,1.0,Max,Iphone,Labrador retriever,0.516257,1445,5547
751456908746354688,2016-07-08 16:44:23+00:00,pupper,1.2,unavailable,Iphone,golden retriever,0.714409,1127,3516
751251247299190784,2016-07-08 03:07:09+00:00,not available,1.0,Gilbert,Iphone,Walker hound,0.178852,6695,13791
751205363882532864,2016-07-08 00:04:50+00:00,not available,1.2,unavailable,Iphone,Labrador retriever,0.947164,2086,6948
751132876104687617,2016-07-07 19:16:47+00:00,puppo,1.0,Cooper,Iphone,Labrador retriever,0.92939,1480,5610
750868782890057730,2016-07-07 01:47:22+00:00,pupper,1.1,Milo,Iphone,toy poodle,0.912648,1595,5306
750719632563142656,2016-07-06 15:54:42+00:00,not available,1.2,Meyer,Iphone,Pembroke,0.972587,5747,14621
750429297815552001,2016-07-05 20:41:01+00:00,not available,1.2,Arnie,Iphone,golden retriever,0.964929,4947,14569
750383411068534784,2016-07-05 17:38:41+00:00,pupper,0.9,Zoe,Iphone,Border collie,0.672791,1309,5005
750147208377409536,2016-07-05 02:00:06+00:00,not available,1.3,unavailable,Iphone,pug,0.977765,1095,3409
750132105863102464,2016-07-05 01:00:05+00:00,not available,1.1,Stewie,Iphone,toy poodle,0.478018,1440,3990
750117059602808832,2016-07-05 00:00:18+00:00,not available,1.0,Calvin,Iphone,Shih-Tzu,0.814405,1466,4740
750101899009982464,2016-07-04 23:00:03+00:00,not available,1.1,Lilah,Iphone,golden retriever,0.316704,959,3344
750086836815486976,2016-07-04 22:00:12+00:00,not available,1.2,Spanky,TweetDeck,pug,0.978277,613,2383
750071704093859840,2016-07-04 21:00:04+00:00,pupper,1.0,unavailable,Iphone,redbone,0.382113,3802,8653
750056684286914561,2016-07-04 20:00:23+00:00,not available,1.1,Jameson,TweetDeck,Saluki,0.4844279999999999,1011,3444
750041628174217216,2016-07-04 19:00:33+00:00,not available,1.3,Beau,TweetDeck,Labrador retriever,0.252031,703,3502
750026558547456000,2016-07-04 18:00:41+00:00,not available,1.0,Jax,TweetDeck,standard poodle,0.258732,888,2986
750011400160841729,2016-07-04 17:00:26+00:00,doggo,1.1,Piper,TweetDeck,Boston bull,0.0871498,1035,3568
749996283729883136,2016-07-04 16:00:22+00:00,not available,1.2,Bo,TweetDeck,Old English sheepdog,0.515319,919,3331
749774190421639168,2016-07-04 01:17:51+00:00,not available,1.2,Lucy,Iphone,Pekinese,0.8790120000000001,1493,5114
749417653287129088,2016-07-03 01:41:06+00:00,pupper,1.1,Finn,Iphone,papillon,0.772894,1904,6721
